league,season,div,date,time,hometeam,awayteam,fulltimehomegoals,fulltimeawaygoals,fulltimeresult,halftimehalfgoals,halftimehomegoals,halftimeresult,referee,homeshots,awayshots,homeshotontarget,awayshotsontarget,homefouls,awayfouls,homecorners,awaycorners,homeyellowcards,awayyellowcards,homeredcards,awayredcards,kickoff_hour,time_of_day,total_goals,goal_difference,total_cards,shot_accuracy_home,shot_accuracy_away,total_shots,total_shots_on_target,total_fouls,total_corners
Premier League,2025-2026,E0,2026-05-10,14:00,Crystal Palace,Everton,2,2,D,1.0,1.0,D,T Bramall,21.0,13.0,8.0,6.0,5.0,13.0,5.0,10.0,0.0,2.0,0.0,0.0,14,Afternoon,4,0,2.0,0.38095238095238093,0.46153846153846156,34.0,14.0,18.0,15.0
Premier League,2025-2026,E0,2026-05-10,14:00,Nott'm Forest,Newcastle,1,1,D,0.0,0.0,D,P Tierney,17.0,16.0,6.0,6.0,16.0,11.0,2.0,1.0,2.0,0.0,0.0,0.0,14,Afternoon,2,0,2.0,0.35294117647058826,0.375,33.0,12.0,27.0,3.0
Premier League,2025-2026,E0,2026-05-10,16:30,West Ham,Arsenal,0,1,A,0.0,0.0,D,C Kavanagh,9.0,15.0,3.0,4.0,14.0,12.0,4.0,3.0,3.0,4.0,0.0,0.0,16,Afternoon,1,1,7.0,0.3333333333333333,0.26666666666666666,24.0,7.0,26.0,7.0
Premier League,2025-2026,E0,2026-05-11,20:00,Tottenham,Leeds,1,1,D,0.0,0.0,D,J Gillett,16.0,11.0,3.0,4.0,12.0,7.0,14.0,2.0,3.0,1.0,0.0,0.0,20,Evening / Night,2,0,4.0,0.1875,0.36363636363636365,27.0,7.0,19.0,16.0
Premier League,2025-2026,E0,2026-05-13,20:00,Man City,Crystal Palace,3,0,H,2.0,0.0,H,S Attwell,15.0,6.0,4.0,2.0,10.0,7.0,9.0,4.0,0.0,2.0,0.0,0.0,20,Evening / Night,3,3,2.0,0.26666666666666666,0.3333333333333333,21.0,6.0,17.0,13.0
Premier League,2025-2026,E0,2026-05-15,20:00,Aston Villa,Liverpool,4,2,H,1.0,0.0,H,C Kavanagh,14.0,16.0,9.0,5.0,12.0,9.0,4.0,9.0,3.0,1.0,0.0,0.0,20,Evening / Night,6,2,4.0,0.6428571428571429,0.3125,30.0,14.0,21.0,13.0
Premier League,2025-2026,E0,2026-05-17,12:30,Man United,Nott'm Forest,3,2,H,1.0,0.0,H,M Salisbury,29.0,11.0,8.0,4.0,11.0,5.0,7.0,6.0,2.0,1.0,0.0,0.0,12,Early Kickoff,5,1,3.0,0.27586206896551724,0.36363636363636365,40.0,12.0,16.0,13.0
Premier League,2025-2026,E0,2026-05-17,15:00,Brentford,Crystal Palace,2,2,D,1.0,1.0,D,S Barrott,14.0,16.0,3.0,5.0,7.0,5.0,9.0,4.0,1.0,3.0,0.0,0.0,15,Afternoon,4,0,4.0,0.21428571428571427,0.3125,30.0,8.0,12.0,13.0
Premier League,2025-2026,E0,2026-05-17,15:00,Everton,Sunderland,1,3,A,1.0,0.0,H,J Brooks,10.0,7.0,4.0,3.0,14.0,9.0,3.0,2.0,3.0,0.0,0.0,0.0,15,Afternoon,4,2,3.0,0.4,0.42857142857142855,17.0,7.0,23.0,5.0
Premier League,2025-2026,E0,2026-05-17,15:00,Leeds,Brighton,1,0,H,0.0,0.0,D,M Oliver,7.0,19.0,1.0,8.0,9.0,7.0,7.0,8.0,1.0,0.0,0.0,0.0,15,Afternoon,1,1,1.0,0.14285714285714285,0.42105263157894735,26.0,9.0,16.0,15.0
Premier League,2025-2026,E0,2026-05-17,15:00,Wolves,Fulham,1,1,D,1.0,1.0,D,T Kirk,11.0,13.0,3.0,5.0,20.0,8.0,3.0,6.0,1.0,0.0,0.0,0.0,15,Afternoon,2,0,1.0,0.2727272727272727,0.38461538461538464,24.0,8.0,28.0,9.0
Premier League,2025-2026,E0,2026-05-17,17:30,Newcastle,West Ham,3,1,H,2.0,0.0,H,J Gillett,15.0,15.0,7.0,8.0,8.0,11.0,9.0,1.0,1.0,3.0,0.0,0.0,17,Evening / Night,4,2,4.0,0.4666666666666667,0.5333333333333333,30.0,15.0,19.0,10.0
Premier League,2025-2026,E0,2026-05-18,20:00,Arsenal,Burnley,1,0,H,1.0,0.0,H,P Tierney,13.0,5.0,3.0,0.0,7.0,16.0,3.0,3.0,1.0,3.0,0.0,0.0,20,Evening / Night,1,1,4.0,0.23076923076923078,0.0,18.0,3.0,23.0,6.0
Premier League,2025-2026,E0,2026-05-19,19:30,Bournemouth,Man City,1,1,D,1.0,0.0,H,A Taylor,10.0,14.0,2.0,5.0,16.0,7.0,7.0,6.0,4.0,2.0,0.0,0.0,19,Evening / Night,2,0,6.0,0.2,0.35714285714285715,24.0,7.0,23.0,13.0
Premier League,2025-2026,E0,2026-05-19,20:15,Chelsea,Tottenham,2,1,H,1.0,0.0,H,S Attwell,9.0,9.0,4.0,3.0,11.0,18.0,3.0,4.0,4.0,3.0,0.0,0.0,20,Evening / Night,3,1,7.0,0.4444444444444444,0.3333333333333333,18.0,7.0,29.0,7.0
Premier League,2025-2026,E0,2026-05-24,16:00,Brighton,Man United,0,3,A,0.0,2.0,A,S Barrott,13.0,11.0,2.0,7.0,11.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,16,Afternoon,3,3,1.0,0.15384615384615385,0.6363636363636364,24.0,9.0,19.0,3.0
Premier League,2025-2026,E0,2026-05-24,16:00,Burnley,Wolves,1,1,D,0.0,1.0,A,A Kitchen,16.0,16.0,8.0,4.0,10.0,11.0,7.0,7.0,2.0,2.0,0.0,0.0,16,Afternoon,2,0,4.0,0.5,0.25,32.0,12.0,21.0,14.0
Premier League,2025-2026,E0,2026-05-24,16:00,Crystal Palace,Arsenal,1,2,A,0.0,1.0,A,F Hallam,8.0,17.0,3.0,7.0,9.0,12.0,3.0,4.0,0.0,1.0,0.0,0.0,16,Afternoon,3,1,1.0,0.375,0.4117647058823529,25.0,10.0,21.0,7.0
Premier League,2025-2026,E0,2026-05-24,16:00,Fulham,Newcastle,2,0,H,1.0,0.0,H,R Jones,21.0,7.0,6.0,2.0,13.0,6.0,6.0,6.0,2.0,2.0,0.0,0.0,16,Afternoon,2,2,4.0,0.2857142857142857,0.2857142857142857,28.0,8.0,19.0,12.0
Premier League,2025-2026,E0,2026-05-24,16:00,Liverpool,Brentford,1,1,D,0.0,0.0,D,D England,24.0,11.0,8.0,2.0,9.0,9.0,14.0,2.0,2.0,3.0,0.0,0.0,16,Afternoon,2,0,5.0,0.3333333333333333,0.18181818181818182,35.0,10.0,18.0,16.0
Premier League,2025-2026,E0,2026-05-24,16:00,Man City,Aston Villa,1,2,A,1.0,0.0,H,A Madley,16.0,12.0,3.0,5.0,8.0,4.0,9.0,4.0,1.0,0.0,0.0,0.0,16,Afternoon,3,1,1.0,0.1875,0.4166666666666667,28.0,8.0,12.0,13.0
Premier League,2025-2026,E0,2026-05-24,16:00,Nott'm Forest,Bournemouth,1,1,D,1.0,0.0,H,C Pawson,15.0,17.0,5.0,4.0,11.0,7.0,6.0,3.0,1.0,1.0,0.0,0.0,16,Afternoon,2,0,2.0,0.3333333333333333,0.23529411764705882,32.0,9.0,18.0,9.0
Premier League,2025-2026,E0,2026-05-24,16:00,Sunderland,Chelsea,2,1,H,1.0,0.0,H,C Kavanagh,20.0,10.0,2.0,1.0,15.0,18.0,7.0,7.0,3.0,2.0,0.0,0.0,16,Afternoon,3,1,5.0,0.1,0.1,30.0,3.0,33.0,14.0
Premier League,2025-2026,E0,2026-05-24,16:00,Tottenham,Everton,1,0,H,1.0,0.0,H,M Oliver,21.0,8.0,6.0,3.0,15.0,12.0,6.0,2.0,5.0,3.0,0.0,1.0,16,Afternoon,1,1,9.0,0.2857142857142857,0.375,29.0,9.0,27.0,8.0
Premier League,2025-2026,E0,2026-05-24,16:00,West Ham,Leeds,3,0,H,0.0,0.0,D,A Taylor,16.0,13.0,9.0,3.0,11.0,14.0,6.0,4.0,0.0,3.0,0.0,0.0,16,Afternoon,3,3,3.0,0.5625,0.23076923076923078,29.0,12.0,25.0,10.0
SeriaA,2022-2023,I1,2022-08-13,17:30,Milan,Udinese,4,2,H,2.0,2.0,D,Unknown,14.0,9.0,5.0,4.0,16.0,13.0,5.0,1.0,1.0,4.0,0.0,0.0,17,Evening / Night,6,2,5.0,0.35714285714285715,0.4444444444444444,23.0,9.0,29.0,6.0
SeriaA,2022-2023,I1,2022-08-13,17:30,Sampdoria,Atalanta,0,2,A,0.0,1.0,A,Unknown,11.0,9.0,1.0,3.0,13.0,21.0,3.0,2.0,4.0,6.0,0.0,0.0,17,Evening / Night,2,2,10.0,0.09090909090909091,0.3333333333333333,20.0,4.0,34.0,5.0
SeriaA,2022-2023,I1,2022-08-13,19:45,Lecce,Inter,1,2,A,0.0,1.0,A,Unknown,10.0,19.0,4.0,9.0,21.0,19.0,6.0,8.0,4.0,2.0,0.0,0.0,19,Evening / Night,3,1,6.0,0.4,0.47368421052631576,29.0,13.0,40.0,14.0
SeriaA,2022-2023,I1,2022-08-13,19:45,Monza,Torino,1,2,A,0.0,1.0,A,Unknown,15.0,13.0,4.0,6.0,6.0,17.0,2.0,7.0,1.0,2.0,0.0,0.0,19,Evening / Night,3,1,3.0,0.26666666666666666,0.46153846153846156,28.0,10.0,23.0,9.0
SeriaA,2022-2023,I1,2022-08-14,17:30,Fiorentina,Cremonese,3,2,H,2.0,1.0,H,Unknown,27.0,13.0,11.0,4.0,10.0,19.0,11.0,4.0,0.0,3.0,0.0,1.0,17,Evening / Night,5,1,4.0,0.4074074074074074,0.3076923076923077,40.0,15.0,29.0,15.0
SeriaA,2022-2023,I1,2022-08-14,17:30,Lazio,Bologna,2,1,H,0.0,1.0,A,Unknown,9.0,11.0,6.0,3.0,11.0,18.0,3.0,2.0,2.0,6.0,1.0,1.0,17,Evening / Night,3,1,10.0,0.6666666666666666,0.2727272727272727,20.0,9.0,29.0,5.0
SeriaA,2022-2023,I1,2022-08-14,19:45,Salernitana,Roma,0,1,A,0.0,1.0,A,Unknown,13.0,20.0,2.0,5.0,18.0,9.0,4.0,2.0,3.0,2.0,0.0,0.0,19,Evening / Night,1,1,5.0,0.15384615384615385,0.25,33.0,7.0,27.0,6.0
SeriaA,2022-2023,I1,2022-08-14,19:45,Spezia,Empoli,1,0,H,1.0,0.0,H,Unknown,9.0,18.0,2.0,5.0,15.0,8.0,6.0,4.0,2.0,1.0,0.0,0.0,19,Evening / Night,1,1,3.0,0.2222222222222222,0.2777777777777778,27.0,7.0,23.0,10.0
SeriaA,2022-2023,I1,2022-08-15,17:30,Verona,Napoli,2,5,A,1.0,2.0,A,Unknown,6.0,25.0,3.0,8.0,15.0,6.0,4.0,8.0,2.0,2.0,0.0,0.0,17,Evening / Night,7,3,4.0,0.5,0.32,31.0,11.0,21.0,12.0
SeriaA,2022-2023,I1,2022-08-15,19:45,Juventus,Sassuolo,3,0,H,2.0,0.0,H,Unknown,14.0,19.0,4.0,7.0,7.0,5.0,3.0,2.0,1.0,3.0,0.0,0.0,19,Evening / Night,3,3,4.0,0.2857142857142857,0.3684210526315789,33.0,11.0,12.0,5.0
SeriaA,2022-2023,I1,2022-08-20,17:30,Torino,Lazio,0,0,D,0.0,0.0,D,Unknown,10.0,7.0,1.0,2.0,11.0,12.0,6.0,4.0,0.0,5.0,0.0,0.0,17,Evening / Night,0,0,5.0,0.1,0.2857142857142857,17.0,3.0,23.0,10.0
SeriaA,2022-2023,I1,2022-08-20,17:30,Udinese,Salernitana,0,0,D,0.0,0.0,D,Unknown,15.0,17.0,2.0,6.0,9.0,12.0,6.0,6.0,2.0,4.0,1.0,0.0,17,Evening / Night,0,0,7.0,0.13333333333333333,0.35294117647058826,32.0,8.0,21.0,12.0
SeriaA,2022-2023,I1,2022-08-20,19:45,Inter,Spezia,3,0,H,1.0,0.0,H,Unknown,19.0,2.0,8.0,0.0,11.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,19,Evening / Night,3,3,0.0,0.42105263157894735,0.0,21.0,8.0,18.0,14.0
SeriaA,2022-2023,I1,2022-08-20,19:45,Sassuolo,Lecce,1,0,H,1.0,0.0,H,Unknown,12.0,7.0,3.0,1.0,14.0,12.0,5.0,4.0,5.0,1.0,0.0,0.0,19,Evening / Night,1,1,6.0,0.25,0.14285714285714285,19.0,4.0,26.0,9.0
SeriaA,2022-2023,I1,2022-08-21,17:30,Empoli,Fiorentina,0,0,D,0.0,0.0,D,Unknown,4.0,19.0,2.0,2.0,13.0,11.0,1.0,9.0,1.0,3.0,1.0,0.0,17,Evening / Night,0,0,5.0,0.5,0.10526315789473684,23.0,4.0,24.0,10.0
SeriaA,2022-2023,I1,2022-08-21,17:30,Napoli,Monza,4,0,H,2.0,0.0,H,Unknown,22.0,4.0,5.0,1.0,11.0,13.0,10.0,4.0,2.0,1.0,0.0,0.0,17,Evening / Night,4,4,3.0,0.22727272727272727,0.25,26.0,6.0,24.0,14.0
SeriaA,2022-2023,I1,2022-08-21,19:45,Atalanta,Milan,1,1,D,1.0,0.0,H,Unknown,11.0,18.0,2.0,7.0,15.0,6.0,4.0,6.0,4.0,3.0,0.0,0.0,19,Evening / Night,2,0,7.0,0.18181818181818182,0.3888888888888889,29.0,9.0,21.0,10.0
SeriaA,2022-2023,I1,2022-08-21,19:45,Bologna,Verona,1,1,D,1.0,1.0,D,Unknown,17.0,19.0,5.0,3.0,10.0,14.0,9.0,8.0,3.0,3.0,1.0,0.0,19,Evening / Night,2,0,7.0,0.29411764705882354,0.15789473684210525,36.0,8.0,24.0,17.0
SeriaA,2022-2023,I1,2022-08-22,17:30,Roma,Cremonese,1,0,H,0.0,0.0,D,Unknown,27.0,14.0,12.0,3.0,7.0,14.0,5.0,6.0,0.0,3.0,0.0,0.0,17,Evening / Night,1,1,3.0,0.4444444444444444,0.21428571428571427,41.0,15.0,21.0,11.0
SeriaA,2022-2023,I1,2022-08-22,19:45,Sampdoria,Juventus,0,0,D,0.0,0.0,D,Unknown,10.0,10.0,1.0,4.0,8.0,14.0,3.0,4.0,3.0,2.0,0.0,0.0,19,Evening / Night,0,0,5.0,0.1,0.4,20.0,5.0,22.0,7.0
SeriaA,2022-2023,I1,2022-08-26,17:30,Monza,Udinese,1,2,A,1.0,1.0,D,Unknown,10.0,15.0,5.0,4.0,16.0,10.0,3.0,5.0,3.0,2.0,0.0,0.0,17,Evening / Night,3,1,5.0,0.5,0.26666666666666666,25.0,9.0,26.0,8.0
SeriaA,2022-2023,I1,2022-08-26,19:45,Lazio,Inter,3,1,H,1.0,0.0,H,Unknown,11.0,19.0,7.0,7.0,5.0,12.0,2.0,4.0,2.0,1.0,0.0,0.0,19,Evening / Night,4,2,3.0,0.6363636363636364,0.3684210526315789,30.0,14.0,17.0,6.0
SeriaA,2022-2023,I1,2022-08-27,17:30,Cremonese,Torino,1,2,A,0.0,1.0,A,Unknown,16.0,14.0,6.0,5.0,9.0,21.0,3.0,3.0,0.0,3.0,0.0,0.0,17,Evening / Night,3,1,3.0,0.375,0.35714285714285715,30.0,11.0,30.0,6.0
SeriaA,2022-2023,I1,2022-08-27,17:30,Juventus,Roma,1,1,D,1.0,0.0,H,Unknown,14.0,8.0,3.0,4.0,16.0,7.0,4.0,5.0,2.0,2.0,0.0,0.0,17,Evening / Night,2,0,4.0,0.21428571428571427,0.5,22.0,7.0,23.0,9.0
SeriaA,2022-2023,I1,2022-08-27,19:45,Milan,Bologna,2,0,H,1.0,0.0,H,Unknown,19.0,8.0,7.0,0.0,13.0,9.0,5.0,1.0,2.0,1.0,0.0,0.0,19,Evening / Night,2,2,3.0,0.3684210526315789,0.0,27.0,7.0,22.0,6.0
SeriaA,2022-2023,I1,2022-08-27,19:45,Spezia,Sassuolo,2,2,D,2.0,1.0,H,Unknown,7.0,21.0,2.0,8.0,17.0,10.0,2.0,6.0,2.0,1.0,1.0,0.0,19,Evening / Night,4,0,4.0,0.2857142857142857,0.38095238095238093,28.0,10.0,27.0,8.0
SeriaA,2022-2023,I1,2022-08-28,17:30,Salernitana,Sampdoria,4,0,H,2.0,0.0,H,Unknown,9.0,17.0,6.0,6.0,19.0,14.0,6.0,3.0,2.0,2.0,0.0,0.0,17,Evening / Night,4,4,4.0,0.6666666666666666,0.35294117647058826,26.0,12.0,33.0,9.0
SeriaA,2022-2023,I1,2022-08-28,17:30,Verona,Atalanta,0,1,A,0.0,0.0,D,Unknown,14.0,15.0,2.0,7.0,15.0,7.0,7.0,6.0,3.0,3.0,0.0,0.0,17,Evening / Night,1,1,6.0,0.14285714285714285,0.4666666666666667,29.0,9.0,22.0,13.0
SeriaA,2022-2023,I1,2022-08-28,19:45,Fiorentina,Napoli,0,0,D,0.0,0.0,D,Unknown,10.0,13.0,5.0,2.0,12.0,14.0,2.0,3.0,2.0,3.0,0.0,0.0,19,Evening / Night,0,0,5.0,0.5,0.15384615384615385,23.0,7.0,26.0,5.0
SeriaA,2022-2023,I1,2022-08-28,19:45,Lecce,Empoli,1,1,D,1.0,1.0,D,Unknown,15.0,9.0,5.0,3.0,10.0,5.0,3.0,5.0,1.0,2.0,0.0,0.0,19,Evening / Night,2,0,3.0,0.3333333333333333,0.3333333333333333,24.0,8.0,15.0,8.0
SeriaA,2022-2023,I1,2022-08-30,17:30,Sassuolo,Milan,0,0,D,0.0,0.0,D,Unknown,8.0,10.0,3.0,2.0,14.0,13.0,3.0,8.0,5.0,2.0,0.0,0.0,17,Evening / Night,0,0,7.0,0.375,0.2,18.0,5.0,27.0,11.0
SeriaA,2022-2023,I1,2022-08-30,19:45,Inter,Cremonese,3,1,H,2.0,0.0,H,Unknown,18.0,11.0,7.0,4.0,6.0,14.0,6.0,6.0,0.0,3.0,0.0,0.0,19,Evening / Night,4,2,3.0,0.3888888888888889,0.36363636363636365,29.0,11.0,20.0,12.0
SeriaA,2022-2023,I1,2022-08-30,19:45,Roma,Monza,3,0,H,2.0,0.0,H,Unknown,14.0,13.0,7.0,1.0,10.0,7.0,5.0,4.0,0.0,3.0,0.0,0.0,19,Evening / Night,3,3,3.0,0.5,0.07692307692307693,27.0,8.0,17.0,9.0
SeriaA,2022-2023,I1,2022-08-31,17:30,Empoli,Verona,1,1,D,1.0,0.0,H,Unknown,16.0,9.0,4.0,3.0,5.0,21.0,7.0,10.0,0.0,4.0,0.0,0.0,17,Evening / Night,2,0,4.0,0.25,0.3333333333333333,25.0,7.0,26.0,17.0
SeriaA,2022-2023,I1,2022-08-31,17:30,Sampdoria,Lazio,1,1,D,0.0,1.0,A,Unknown,10.0,13.0,3.0,6.0,10.0,7.0,5.0,7.0,0.0,2.0,0.0,0.0,17,Evening / Night,2,0,2.0,0.3,0.46153846153846156,23.0,9.0,17.0,12.0
SeriaA,2022-2023,I1,2022-08-31,17:30,Udinese,Fiorentina,1,0,H,1.0,0.0,H,Unknown,8.0,12.0,3.0,2.0,13.0,9.0,3.0,7.0,1.0,2.0,0.0,0.0,17,Evening / Night,1,1,3.0,0.375,0.16666666666666666,20.0,5.0,22.0,10.0
SeriaA,2022-2023,I1,2022-08-31,19:45,Juventus,Spezia,2,0,H,1.0,0.0,H,Unknown,15.0,9.0,3.0,0.0,1.0,4.0,7.0,3.0,0.0,2.0,0.0,0.0,19,Evening / Night,2,2,2.0,0.2,0.0,24.0,3.0,5.0,10.0
SeriaA,2022-2023,I1,2022-08-31,19:45,Napoli,Lecce,1,1,D,1.0,1.0,D,Unknown,19.0,9.0,7.0,4.0,1.0,3.0,6.0,4.0,1.0,4.0,0.0,0.0,19,Evening / Night,2,0,5.0,0.3684210526315789,0.4444444444444444,28.0,11.0,4.0,10.0
SeriaA,2022-2023,I1,2022-09-01,19:45,Atalanta,Torino,3,1,H,1.0,0.0,H,Unknown,12.0,8.0,5.0,2.0,14.0,13.0,7.0,2.0,1.0,3.0,0.0,0.0,19,Evening / Night,4,2,4.0,0.4166666666666667,0.25,20.0,7.0,27.0,9.0
SeriaA,2022-2023,I1,2022-09-01,19:45,Bologna,Salernitana,1,1,D,0.0,0.0,D,Unknown,11.0,20.0,4.0,4.0,10.0,11.0,1.0,8.0,2.0,2.0,0.0,0.0,19,Evening / Night,2,0,4.0,0.36363636363636365,0.2,31.0,8.0,21.0,9.0
SeriaA,2022-2023,I1,2022-09-03,14:00,Fiorentina,Juventus,1,1,D,1.0,1.0,D,Unknown,17.0,4.0,5.0,1.0,13.0,12.0,10.0,2.0,1.0,3.0,0.0,0.0,14,Afternoon,2,0,4.0,0.29411764705882354,0.25,21.0,6.0,25.0,12.0
SeriaA,2022-2023,I1,2022-09-03,17:00,Milan,Inter,3,2,H,1.0,1.0,D,Unknown,21.0,16.0,5.0,5.0,10.0,12.0,2.0,5.0,5.0,2.0,0.0,0.0,17,Evening / Night,5,1,7.0,0.23809523809523808,0.3125,37.0,10.0,22.0,7.0
SeriaA,2022-2023,I1,2022-09-03,19:45,Lazio,Napoli,1,2,A,1.0,1.0,D,Unknown,8.0,19.0,2.0,7.0,12.0,14.0,6.0,8.0,4.0,0.0,0.0,0.0,19,Evening / Night,3,1,4.0,0.25,0.3684210526315789,27.0,9.0,26.0,14.0
SeriaA,2022-2023,I1,2022-09-04,11:30,Cremonese,Sassuolo,0,0,D,0.0,0.0,D,Unknown,10.0,17.0,0.0,7.0,16.0,6.0,2.0,3.0,1.0,1.0,0.0,0.0,11,Early Kickoff,0,0,2.0,0.0,0.4117647058823529,27.0,7.0,22.0,5.0
SeriaA,2022-2023,I1,2022-09-04,14:00,Spezia,Bologna,2,2,D,1.0,1.0,D,Unknown,15.0,13.0,5.0,6.0,12.0,5.0,7.0,2.0,4.0,1.0,0.0,0.0,14,Afternoon,4,0,5.0,0.3333333333333333,0.46153846153846156,28.0,11.0,17.0,9.0
SeriaA,2022-2023,I1,2022-09-04,17:00,Verona,Sampdoria,2,1,H,2.0,1.0,H,Unknown,17.0,11.0,9.0,3.0,16.0,11.0,7.0,2.0,2.0,2.0,0.0,0.0,17,Evening / Night,3,1,4.0,0.5294117647058824,0.2727272727272727,28.0,12.0,27.0,9.0
SeriaA,2022-2023,I1,2022-09-04,19:45,Udinese,Roma,4,0,H,1.0,0.0,H,Unknown,11.0,12.0,5.0,2.0,16.0,13.0,3.0,7.0,3.0,2.0,0.0,0.0,19,Evening / Night,4,4,5.0,0.45454545454545453,0.16666666666666666,23.0,7.0,29.0,10.0
SeriaA,2022-2023,I1,2022-09-05,17:30,Monza,Atalanta,0,2,A,0.0,0.0,D,Unknown,11.0,13.0,3.0,6.0,9.0,10.0,4.0,9.0,1.0,1.0,0.0,0.0,17,Evening / Night,2,2,2.0,0.2727272727272727,0.46153846153846156,24.0,9.0,19.0,13.0
SeriaA,2022-2023,I1,2022-09-05,17:30,Salernitana,Empoli,2,2,D,1.0,1.0,D,Unknown,15.0,11.0,4.0,5.0,7.0,9.0,6.0,7.0,3.0,2.0,0.0,0.0,17,Evening / Night,4,0,5.0,0.26666666666666666,0.45454545454545453,26.0,9.0,16.0,13.0
SeriaA,2022-2023,I1,2022-09-05,19:45,Torino,Lecce,1,0,H,1.0,0.0,H,Unknown,13.0,10.0,4.0,2.0,16.0,8.0,4.0,4.0,2.0,1.0,0.0,0.0,19,Evening / Night,1,1,3.0,0.3076923076923077,0.2,23.0,6.0,24.0,8.0
SeriaA,2022-2023,I1,2022-09-10,14:00,Napoli,Spezia,1,0,H,0.0,0.0,D,Unknown,28.0,10.0,6.0,1.0,6.0,14.0,10.0,5.0,1.0,2.0,0.0,0.0,14,Afternoon,1,1,3.0,0.21428571428571427,0.1,38.0,7.0,20.0,15.0
SeriaA,2022-2023,I1,2022-09-10,17:00,Inter,Torino,1,0,H,0.0,0.0,D,Unknown,16.0,9.0,3.0,7.0,8.0,17.0,6.0,5.0,1.0,2.0,0.0,0.0,17,Evening / Night,1,1,3.0,0.1875,0.7777777777777778,25.0,10.0,25.0,11.0
SeriaA,2022-2023,I1,2022-09-10,19:45,Sampdoria,Milan,1,2,A,0.0,1.0,A,Unknown,10.0,15.0,4.0,4.0,12.0,10.0,2.0,4.0,5.0,2.0,0.0,1.0,19,Evening / Night,3,1,8.0,0.4,0.26666666666666666,25.0,8.0,22.0,6.0
SeriaA,2022-2023,I1,2022-09-11,11:30,Atalanta,Cremonese,1,1,D,0.0,0.0,D,Unknown,14.0,7.0,6.0,4.0,9.0,17.0,3.0,3.0,2.0,5.0,0.0,0.0,11,Early Kickoff,2,0,7.0,0.42857142857142855,0.5714285714285714,21.0,10.0,26.0,6.0
SeriaA,2022-2023,I1,2022-09-11,14:00,Bologna,Fiorentina,2,1,H,0.0,0.0,D,Unknown,12.0,13.0,4.0,2.0,8.0,13.0,6.0,8.0,1.0,4.0,0.0,1.0,14,Afternoon,3,1,6.0,0.3333333333333333,0.15384615384615385,25.0,6.0,21.0,14.0
SeriaA,2022-2023,I1,2022-09-11,14:00,Lecce,Monza,1,1,D,0.0,1.0,A,Unknown,7.0,2.0,3.0,1.0,18.0,22.0,8.0,5.0,3.0,3.0,0.0,0.0,14,Afternoon,2,0,6.0,0.42857142857142855,0.5,9.0,4.0,40.0,13.0
SeriaA,2022-2023,I1,2022-09-11,14:00,Sassuolo,Udinese,1,3,A,1.0,0.0,H,Unknown,5.0,17.0,2.0,4.0,7.0,15.0,5.0,6.0,1.0,3.0,1.0,0.0,14,Afternoon,4,2,5.0,0.4,0.23529411764705882,22.0,6.0,22.0,11.0
SeriaA,2022-2023,I1,2022-09-11,17:00,Lazio,Verona,2,0,H,0.0,0.0,D,Unknown,15.0,7.0,6.0,1.0,5.0,23.0,3.0,5.0,2.0,5.0,0.0,0.0,17,Evening / Night,2,2,7.0,0.4,0.14285714285714285,22.0,7.0,28.0,8.0
SeriaA,2022-2023,I1,2022-09-11,19:45,Juventus,Salernitana,2,2,D,0.0,2.0,A,Unknown,22.0,11.0,7.0,5.0,13.0,15.0,8.0,2.0,5.0,4.0,2.0,1.0,19,Evening / Night,4,0,12.0,0.3181818181818182,0.45454545454545453,33.0,12.0,28.0,10.0
SeriaA,2022-2023,I1,2022-09-12,19:45,Empoli,Roma,1,2,A,1.0,1.0,D,Unknown,20.0,13.0,3.0,7.0,13.0,12.0,7.0,7.0,3.0,1.0,1.0,0.0,19,Evening / Night,3,1,5.0,0.15,0.5384615384615384,33.0,10.0,25.0,14.0
SeriaA,2022-2023,I1,2022-09-16,19:45,Salernitana,Lecce,1,2,A,0.0,1.0,A,Unknown,8.0,13.0,4.0,4.0,9.0,11.0,4.0,5.0,1.0,3.0,0.0,0.0,19,Evening / Night,3,1,4.0,0.5,0.3076923076923077,21.0,8.0,20.0,9.0
SeriaA,2022-2023,I1,2022-09-17,14:00,Bologna,Empoli,0,1,A,0.0,0.0,D,Unknown,16.0,12.0,3.0,5.0,11.0,16.0,5.0,8.0,2.0,3.0,0.0,0.0,14,Afternoon,1,1,5.0,0.1875,0.4166666666666667,28.0,8.0,27.0,13.0
SeriaA,2022-2023,I1,2022-09-17,17:00,Spezia,Sampdoria,2,1,H,1.0,1.0,D,Unknown,6.0,11.0,3.0,8.0,17.0,14.0,3.0,6.0,4.0,5.0,0.0,0.0,17,Evening / Night,3,1,9.0,0.5,0.7272727272727273,17.0,11.0,31.0,9.0
SeriaA,2022-2023,I1,2022-09-17,19:45,Torino,Sassuolo,0,1,A,0.0,0.0,D,Unknown,12.0,10.0,3.0,5.0,13.0,7.0,4.0,3.0,4.0,1.0,0.0,0.0,19,Evening / Night,1,1,5.0,0.25,0.5,22.0,8.0,20.0,7.0
